name,description,year,manufacturer,romof,cloneof,sampleof,is_runnable,is_device,is_bios,is_mechanical,use_chds,driver,driver_status,display_type,display_rotate,display_width,display_height,display_orientation,sourcefile
archrivl,"Arch Rivals (rev 4.0 6/29/89)","1989","Bally Midway",-,-,-,YES,NO,NO,NO,NO,"mcr68.cpp",BUONO,RASTER,"0",512,480,HORIZONTAL,"mcr68.cpp"
arctthnd,"Arctic Thunder (v1.002)","2001","Midway Games",-,-,-,YES,NO,NO,NO,YES,midqslvr.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,midqslvr.cpp
"area51","Area 51 (R3000)","1996","Atari Games",-,-,-,YES,NO,NO,NO,YES,jaguar.cpp,BUONO,RASTER,"0",360,240,HORIZONTAL,jaguar.cpp
"area51mx","Area 51 / Maximum Force Duo v2.0","1998","Atari Games",-,-,-,YES,NO,NO,NO,YES,jaguar.cpp,BUONO,RASTER,"0",360,240,HORIZONTAL,jaguar.cpp
"a51site4","Area 51: Site 4 (HD Rev 2.01, September 7, 1998)","1998","Atari Games",-,-,-,YES,NO,NO,NO,YES,mediagx.cpp,PRELIMINARE,RASTER,"0",640,240,HORIZONTAL,mediagx.cpp
argus,Argus,"1986","NMK (Jaleco license)",-,-,-,YES,NO,NO,NO,NO,argus.cpp,INCOMPLETO,RASTER,"270",256,224,VERTICAL,argus.cpp
argusg,"Argus (Gottlieb, prototype)","1984",Gottlieb,-,-,-,YES,NO,NO,NO,NO,gottlieb.cpp,BUONO,RASTER,"0",256,240,HORIZONTAL,gottlieb.cpp
arkarea,"Ark Area","1988",UPL,-,-,-,YES,NO,NO,NO,NO,"ninjakd2.cpp",BUONO,RASTER,"0",256,192,HORIZONTAL,"ninjakd2.cpp"
"arknoid2","Arkanoid - Revenge of DOH (World)","1987","Taito Corporation Japan",-,-,-,YES,NO,NO,NO,NO,tnzs.cpp,BUONO,RASTER,"270",256,224,VERTICAL,tnzs.cpp
arkanoid,"Arkanoid (World, older)","1986","Taito Corporation Japan",-,-,-,YES,NO,NO,NO,NO,arkanoid.cpp,BUONO,RASTER,"90",256,224,VERTICAL,arkanoid.cpp
arkretrn,"Arkanoid Returns (Ver 2.02O 1997/02/10)","1997","Taito Corporation",-,-,-,YES,NO,NO,NO,NO,"taito_f3.cpp",INCOMPLETO,RASTER,"0",320,232,HORIZONTAL,"taito_f3.cpp"
arlingtn,"Arlington Horse Racing (v1.40-D)","1991","Strata/Incredible Technologies",-,-,-,YES,NO,NO,NO,NO,"itech8.cpp",BUONO,RASTER,"0",400,240,HORIZONTAL,"itech8.cpp"
"armchmp2","Arm Champs II (ver 2.7)","1992",Jaleco,-,-,-,YES,NO,NO,NO,NO,cischeat.cpp,PRELIMINARE,RASTER,"270",256,224,VERTICAL,cischeat.cpp
armwrest,"Arm Wrestling","1985",Nintendo,-,-,-,YES,NO,NO,NO,NO,punchout.cpp,BUONO,RASTER,"0",256,224,HORIZONTAL,punchout.cpp
adillor,"Armadillo Racing (Rev. AM1 Ver.A, Japan)","1997",Namco,-,-,-,YES,NO,NO,NO,NO,"namcos22.cpp",INCOMPLETO,RASTER,"0",640,480,HORIZONTAL,"namcos22.cpp"
armedf,"Armed F (Japan)","1988",Nichibutsu,-,-,-,YES,NO,NO,NO,NO,armedf.cpp,BUONO,RASTER,"270",320,240,VERTICAL,armedf.cpp
batrider,"Armed Police Batrider (Europe) (Fri Feb 13 1998)","1998","Raizing / Eighting",-,-,-,YES,NO,NO,NO,NO,"toaplan2.cpp",BUONO,RASTER,"270",320,240,VERTICAL,"toaplan2.cpp"
armora,"Armor Attack","1980",Cinematronics,-,-,-,YES,NO,NO,NO,NO,cinemat.cpp,BUONO,VECTOR,"180",0,0,-,cinemat.cpp
armorcar,"Armored Car (set 1)","1981","Stern Electronics",-,-,-,YES,NO,NO,NO,NO,galaxian.cpp,BUONO,RASTER,"90",768,224,VERTICAL,galaxian.cpp
armwar,"Armored Warriors (Euro 941024)","1994",Capcom,-,-,-,YES,NO,NO,NO,NO,"cps2.cpp",BUONO,RASTER,"0",384,224,HORIZONTAL,"cps2.cpp"
mt_tgolf,"Arnold Palmer Tournament Golf (Mega-Tech)","1989",Sega,megatech,-,-,YES,NO,NO,NO,NO,megatech.cpp,PRELIMINARE,RASTER,"0",256,224,HORIZONTAL,megatech.cpp
mt_arrow,"Arrow Flash (Mega-Tech)","1990",Sega,megatech,-,-,YES,NO,NO,NO,NO,megatech.cpp,PRELIMINARE,RASTER,"0",256,224,HORIZONTAL,megatech.cpp
aof,"Art of Fighting / Ryuuko no Ken (NGM-044 ~ NGH-044)","1992",SNK,neogeo,-,-,YES,NO,NO,NO,NO,neogeo.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,neogeo.cpp
"aof2","Art of Fighting 2 / Ryuuko no Ken 2 (NGM-056)","1994",SNK,neogeo,-,-,YES,NO,NO,NO,NO,neogeo.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,neogeo.cpp
"aof3","Art of Fighting 3 - The Path of the Warrior / Art of Fighting - Ryuuko no Ken Gaiden","1996",SNK,neogeo,-,-,YES,NO,NO,NO,NO,neogeo.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,neogeo.cpp
"as1","AS-1 Controller","1993",Sega,-,-,-,YES,NO,NO,NO,NO,"segas32.cpp",PRELIMINARE,RASTER,"0",416,224,HORIZONTAL,"segas32.cpp"
ashura,"Ashura Blaster (World)","1990","Taito Corporation Japan",-,-,-,YES,NO,NO,NO,NO,taito_b.cpp,BUONO,RASTER,"270",320,224,VERTICAL,taito_b.cpp
asndynmt,"Asian Dynamite / Dynamite Deka EX","2007",Sega,naomi,-,-,YES,NO,NO,NO,NO,naomi.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,naomi.cpp
aso,"ASO - Armored Scrum Object","1985",SNK,-,-,-,YES,NO,NO,NO,NO,snk.cpp,BUONO,RASTER,"270",288,216,VERTICAL,snk.cpp
assault,"Assault (Rev B)","1988",Namco,-,-,-,YES,NO,NO,NO,NO,"namcos2.cpp",BUONO,RASTER,"90",288,224,VERTICAL,"namcos2.cpp"
asterix,"Asterix (ver EAD)","1992",Konami,-,-,-,YES,NO,NO,NO,NO,asterix.cpp,INCOMPLETO,RASTER,"0",288,224,HORIZONTAL,asterix.cpp
asteroid,"Asteroids (rev 4)","1979",Atari,-,-,-,YES,NO,NO,NO,NO,asteroid.cpp,BUONO,VECTOR,"0",0,0,-,asteroid.cpp
astdelux,"Asteroids Deluxe (rev 3)","1980",Atari,-,-,-,YES,NO,NO,NO,NO,asteroid.cpp,BUONO,VECTOR,"0",0,0,-,asteroid.cpp
astrass,"Astra SuperStars (J 980514 V1.002)","1998",Sunsoft,stvbios,-,-,YES,NO,NO,NO,NO,stv.cpp,INCOMPLETO,RASTER,"0",352,224,HORIZONTAL,stv.cpp
astrob,"Astro Blaster (version 3)","1981",Sega,-,-,-,YES,NO,NO,NO,NO,"segag80r.cpp",BUONO,RASTER,"270",256,224,VERTICAL,"segag80r.cpp"
mf_achas,"Astro Chase (Max-A-Flex)","1982","Exidy / First Star Software",maxaflex,-,-,YES,NO,NO,NO,NO,maxaflex.cpp,BUONO,RASTER,"0",336,225,HORIZONTAL,maxaflex.cpp
castfant,"Astro Fantasia (DECO Cassette) (US)","1981","Data East Corporation",decocass,-,-,YES,NO,NO,NO,NO,decocass.cpp,BUONO,RASTER,"270",256,240,VERTICAL,decocass.cpp
astrof,"Astro Fighter (set 1)","1979","Data East",-,-,astrof,YES,NO,NO,NO,NO,astrof.cpp,INCOMPLETO,RASTER,"90",256,256,VERTICAL,astrof.cpp
mt_astro,"Astro Warrior (Mega-Tech, SMS based)","1986",Sega,megatech,-,-,YES,NO,NO,NO,NO,megatech.cpp,PRELIMINARE,RASTER,"0",256,224,HORIZONTAL,megatech.cpp
astrowar,"Astro Wars","1980","Zaccaria / Zelco",-,-,-,YES,NO,NO,NO,NO,galaxia.cpp,INCOMPLETO,RASTER,"90",240,240,VERTICAL,galaxia.cpp
astron,"Astron Belt","1983",Sega,-,-,-,YES,NO,NO,NO,YES,segald.cpp,PRELIMINARE,RASTER,"0",704,480,HORIZONTAL,segald.cpp
astropal,Astropal,"1980?",Sidam?,-,-,-,YES,NO,NO,NO,NO,"8080bw.cpp",INCOMPLETO,RASTER,"0",260,224,HORIZONTAL,"8080bw.cpp"
asuka,"Asuka & Asuka (World)","1988","Taito Corporation",-,-,-,YES,NO,NO,NO,NO,asuka.cpp,BUONO,RASTER,"270",320,240,VERTICAL,asuka.cpp
asurabld,"Asura Blade - Sword of Dynasty (Japan)","1998",Fuuki,-,-,-,YES,NO,NO,NO,NO,"fuukifg3.cpp",INCOMPLETO,RASTER,"0",320,240,HORIZONTAL,"fuukifg3.cpp"
asurabus,"Asura Buster - Eternal Warriors (Japan)","2000",Fuuki,-,-,-,YES,NO,NO,NO,NO,"fuukifg3.cpp",INCOMPLETO,RASTER,"0",320,240,HORIZONTAL,"fuukifg3.cpp"
asylum,"Asylum (prototype)","1991","Leland Corporation",-,-,-,YES,NO,NO,NO,NO,leland.cpp,BUONO,RASTER,"270",320,240,VERTICAL,leland.cpp
abaseb,"Atari Baseball (set 1)","1979",Atari,-,-,-,YES,NO,NO,NO,NO,atarifb.cpp,BUONO,RASTER,"0",304,240,HORIZONTAL,atarifb.cpp
bsktball,"Atari Basketball","1979",Atari,-,-,-,YES,NO,NO,NO,NO,bsktball.cpp,BUONO,RASTER,"0",256,224,HORIZONTAL,bsktball.cpp
atarifb,"Atari Football (revision 2)","1978",Atari,-,-,-,YES,NO,NO,NO,NO,atarifb.cpp,BUONO,RASTER,"0",304,240,HORIZONTAL,atarifb.cpp
soccer,"Atari Soccer","1980",Atari,-,-,-,YES,NO,NO,NO,NO,atarifb.cpp,BUONO,RASTER,"0",304,240,HORIZONTAL,atarifb.cpp
athena,Athena,"1986",SNK,-,-,-,YES,NO,NO,NO,NO,snk.cpp,BUONO,RASTER,"0",288,216,HORIZONTAL,snk.cpp
atomicp,"Atomic Point (Korea)","1990",Philko,-,-,-,YES,NO,NO,NO,NO,"segas16b.cpp",BUONO,RASTER,"0",320,224,HORIZONTAL,"segas16b.cpp"
robokid,"Atomic Robo-kid (World, Type-2)","1988",UPL,-,-,-,YES,NO,NO,NO,NO,"ninjakd2.cpp",PRELIMINARE,RASTER,"0",256,192,HORIZONTAL,"ninjakd2.cpp"
attckexd,"Attack (set 1) [TTL]","1977",Exidy,-,-,-,YES,NO,NO,NO,NO,exidyttl.cpp,PRELIMINARE,RASTER,"0",455,262,HORIZONTAL,exidyttl.cpp
attackfc,"Attack Force","1979?","Electronic Games Systems",-,-,-,YES,NO,NO,NO,NO,"8080bw.cpp",PRELIMINARE,RASTER,"0",260,224,HORIZONTAL,"8080bw.cpp"
aplarail,"Attack Pla Rail (Japan, AP1/VER.A)","1998","Namco / Tomy",-,-,-,YES,NO,NO,NO,NO,"namcos12.cpp",INCOMPLETO,RASTER,"0",640,480,HORIZONTAL,"namcos12.cpp"
attckufo,"Attack UFO","1980","Ryoto Electric Co.",-,-,-,YES,NO,NO,NO,NO,attckufo.cpp,BUONO,RASTER,"270",184,176,VERTICAL,attckufo.cpp
atvtrack,"ATV Track (set 1)","2002",Gaelco,-,-,-,YES,NO,NO,NO,NO,atvtrack.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,atvtrack.cpp
aurail,"Aurail (set 3, US) (unprotected)","1990","Sega / Westone",-,-,-,YES,NO,NO,NO,NO,"segas16b.cpp",BUONO,RASTER,"0",320,224,HORIZONTAL,"segas16b.cpp"
avalnche,Avalanche,"1978",Atari,-,-,-,YES,NO,NO,NO,NO,avalnche.cpp,BUONO,RASTER,"0",256,240,HORIZONTAL,avalnche.cpp
avenger,"Avenger [TTL]","1975",Electra,-,-,-,YES,NO,NO,NO,NO,electra.cpp,PRELIMINARE,RASTER,"0",455,262,HORIZONTAL,electra.cpp
avengers,"Avengers (US set 1)","1987",Capcom,-,-,-,YES,NO,NO,NO,NO,lwings.cpp,BUONO,RASTER,"90",256,240,VERTICAL,lwings.cpp
avengrgs,"Avengers In Galactic Storm (US/Europe 1.0)","1995","Data East Corporation",-,-,-,YES,NO,NO,NO,NO,deco_mlc.cpp,INCOMPLETO,RASTER,"0",320,240,HORIZONTAL,deco_mlc.cpp
avspirit,"Avenging Spirit","1991",Jaleco,-,-,-,YES,NO,NO,NO,NO,"megasys1.cpp",BUONO,RASTER,"0",256,224,HORIZONTAL,"megasys1.cpp"
aztarac,Aztarac,"1983",Centuri,-,-,-,YES,NO,NO,NO,NO,aztarac.cpp,BUONO,VECTOR,"0",0,0,-,aztarac.cpp
azumanga,"Azumanga Daioh Puzzle Bobble (GDL-0018)","2002","MOSS (Taito license)",naomigd,-,-,YES,NO,NO,NO,YES,naomi.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,naomi.cpp
azurian,"Azurian Attack","1982","Rait Electronics Ltd",-,-,-,YES,NO,NO,NO,NO,galaxian.cpp,BUONO,RASTER,"90",768,224,VERTICAL,galaxian.cpp
bwings,"B-Wings (Japan new Ver.)","1984","Data East Corporation",-,-,-,YES,NO,NO,NO,NO,bwing.cpp,BUONO,RASTER,"90",256,240,VERTICAL,bwing.cpp
bonkadv,"B.C. Kid / Bonk's Adventure / Kyukyoku!! PC Genjin","1994",Kaneko,-,-,-,YES,NO,NO,NO,NO,"kaneko16.cpp",BUONO,RASTER,"0",320,240,HORIZONTAL,"kaneko16.cpp"
bcstry,"B.C. Story (set 1)","1997","SemiCom / Tirano",-,-,-,YES,NO,NO,NO,NO,tumbleb.cpp,INCOMPLETO,RASTER,"0",320,240,HORIZONTAL,tumbleb.cpp
brapboys,"B.Rap Boys (World)","1992",Kaneko,-,-,-,YES,NO,NO,NO,NO,"kaneko16.cpp",BUONO,RASTER,"0",256,224,HORIZONTAL,"kaneko16.cpp"
backfirt,"Back Fire (Tecmo, bootleg)","1988",Tecmo,-,-,-,YES,NO,NO,NO,NO,tecmo.cpp,BUONO,RASTER,"0",256,224,HORIZONTAL,tecmo.cpp
bssoccer,"Back Street Soccer (KRB-0031 PCB)","1996","SunA (Unico license)",-,-,-,YES,NO,NO,NO,NO,"suna16.cpp",BUONO,RASTER,"0",256,224,HORIZONTAL,"suna16.cpp"
backfire,"Backfire! (Japan, set 1)","1995","Data East Corporation",-,-,-,YES,NO,NO,NO,NO,backfire.cpp,BUONO,RASTER,"0",320,240,HORIZONTAL,backfire.cpp
baddudes,"Bad Dudes vs. Dragonninja (US revision 1)","1988","Data East USA",-,-,-,YES,NO,NO,NO,NO,"dec0.cpp",BUONO,RASTER,"0",256,240,HORIZONTAL,"dec0.cpp"
badlands,"Bad Lands","1989","Atari Games",-,-,-,YES,NO,NO,NO,NO,badlands.cpp,BUONO,RASTER,"0",336,240,HORIZONTAL,badlands.cpp
kbadlands,"Badlands (Konami, set 1)","1984",Konami,-,-,-,YES,NO,NO,NO,YES,konblands.cpp,PRELIMINARE,RASTER,"0",704,480,HORIZONTAL,konblands.cpp
bagman,Bagman,"1982","Valadon Automation",-,-,-,YES,NO,NO,NO,NO,bagman.cpp,BUONO,RASTER,"270",256,224,VERTICAL,bagman.cpp
bakubaku,"Baku Baku Animal (J 950407 V1.000)","1995",Sega,stvbios,-,-,YES,NO,NO,NO,NO,stv.cpp,INCOMPLETO,RASTER,"0",352,224,HORIZONTAL,stv.cpp
bakutotu,"Bakutotsu Kijuutei","1988",Namco,-,-,-,YES,NO,NO,NO,NO,"namcos1.cpp",BUONO,RASTER,"180",288,224,HORIZONTAL,"namcos1.cpp"
balcube,"Bal Cube","1996",Metro,-,-,-,YES,NO,NO,NO,NO,metro.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,metro.cpp
ballbomb,"Balloon Bomber","1980",Taito,-,-,invaders,YES,NO,NO,NO,NO,"8080bw.cpp",INCOMPLETO,RASTER,"270",260,224,VERTICAL,"8080bw.cpp"
ballbros,"Balloon Brothers","1992","East Technology",-,-,-,YES,NO,NO,NO,NO,taito_x.cpp,BUONO,RASTER,"0",384,240,HORIZONTAL,taito_x.cpp
pc_bfght,"Balloon Fight (PlayChoice-10)","1984",Nintendo,"playch10",-,-,YES,NO,NO,NO,NO,"playch10.cpp",BUONO,RASTER,"0",256,240,HORIZONTAL,"playch10.cpp"
baluba,"Baluba-louk no Densetsu (Japan)","1986","Able Corp, Ltd.",-,-,-,YES,NO,NO,NO,NO,senjyo.cpp,BUONO,RASTER,"90",256,224,VERTICAL,senjyo.cpp
banbam,BanBam,"1984","Sun Electronics",-,-,-,YES,NO,NO,NO,NO,markham.cpp,PRELIMINARE,RASTER,"0",240,224,HORIZONTAL,markham.cpp
bandit,"Bandit (US)","1989","Data East USA",-,-,-,YES,NO,NO,NO,NO,"dec0.cpp",PRELIMINARE,RASTER,"90",256,240,VERTICAL,"dec0.cpp"
bangball,"Bang Bang Ball (v1.05)","1996","Banpresto / Kunihiko Tashiro+Goodhouse",-,-,-,YES,NO,NO,NO,NO,metro.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,metro.cpp
"b2b","Bang Bang Busters (2010 NCI release)","2000",Visco,neogeo,-,-,YES,NO,NO,NO,NO,neogeo.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,neogeo.cpp
bangbead,"Bang Bead","2000",Visco,neogeo,-,-,YES,NO,NO,NO,NO,neogeo.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,neogeo.cpp
bang,Bang!,"1998",Gaelco,-,-,-,YES,NO,NO,NO,NO,"gaelco2.cpp",BUONO,RASTER,"0",320,240,HORIZONTAL,"gaelco2.cpp"
bankp,"Bank Panic","1984","Sanritsu / Sega",-,-,-,YES,NO,NO,NO,NO,bankp.cpp,BUONO,RASTER,"0",224,224,HORIZONTAL,bankp.cpp
"barek2mb","Bare Knuckle II (bootleg of Megadrive version)","1994","bootleg / Sega",-,-,-,YES,NO,NO,NO,NO,megadriv_acbl.cpp,PRELIMINARE,RASTER,"0",256,224,HORIZONTAL,megadriv_acbl.cpp
"barek3mb","Bare Knuckle III (bootleg of Megadrive version)","1994","bootleg / Sega",-,-,-,YES,NO,NO,NO,NO,megadriv_acbl.cpp,BUONO,RASTER,"0",256,224,HORIZONTAL,megadriv_acbl.cpp
"bk3ssrmb","Bare Knuckle III / Sunset Riders (bootleg of Megadrive versions)","1994","bootleg / Sega",-,-,-,YES,NO,NO,NO,NO,megadriv_acbl.cpp,PRELIMINARE,RASTER,"0",256,224,HORIZONTAL,megadriv_acbl.cpp
barricad,Barricade,"1976",Ramtek,-,-,-,YES,NO,NO,NO,NO,hitme.cpp,INCOMPLETO,RASTER,"0",256,192,HORIZONTAL,hitme.cpp
barrier,Barrier,"1979","Cinematronics (Vectorbeam license)",-,-,-,YES,NO,NO,NO,NO,cinemat.cpp,BUONO,VECTOR,"270",0,0,-,cinemat.cpp
barbball,"Barroom Baseball (prototype)","1983",Atari,-,-,-,YES,NO,NO,NO,NO,"bartop52.cpp",PRELIMINARE,RASTER,"0",336,225,HORIZONTAL,"bartop52.cpp"
baryon,"Baryon - Future Assault (set 1)","1997","SemiCom / Tirano",-,-,-,YES,NO,NO,NO,NO,dreamwld.cpp,BUONO,RASTER,"270",308,224,VERTICAL,dreamwld.cpp
pc_bball,"Baseball (PlayChoice-10)","1984","Nintendo of America","playch10",-,-,YES,NO,NO,NO,NO,"playch10.cpp",BUONO,RASTER,"0",256,240,HORIZONTAL,"playch10.cpp"
bballrmt,"Baseball (Ramtek) [TTL]","1974",Ramtek,-,-,-,YES,NO,NO,NO,NO,ramtek.cpp,PRELIMINARE,RASTER,"0",455,262,HORIZONTAL,ramtek.cpp
"bstars2","Baseball Stars 2","1992",SNK,neogeo,-,-,YES,NO,NO,NO,NO,neogeo.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,neogeo.cpp
bstars,"Baseball Stars Professional (NGM-002)","1990",SNK,neogeo,-,-,YES,NO,NO,NO,NO,neogeo.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,neogeo.cpp
pc_bstar,"Baseball Stars: Be a Champ! (PlayChoice-10)","1989","SNK (Nintendo of America license)","playch10",-,-,YES,NO,NO,NO,NO,"playch10.cpp",INCOMPLETO,RASTER,"0",256,240,HORIZONTAL,"playch10.cpp"
"basebal2","Baseball: The Season II","1987",Cinematronics,-,-,-,YES,NO,NO,NO,NO,leland.cpp,BUONO,RASTER,"0",320,240,HORIZONTAL,leland.cpp
pc_bload,"Bases Loaded (Prototype, PlayChoice-10)","1990","Jaleco (Nintendo of America license)","playch10",-,-,YES,NO,NO,NO,NO,"playch10.cpp",BUONO,RASTER,"0",256,240,HORIZONTAL,"playch10.cpp"
batman,Batman,"1991","Atari Games",-,-,-,YES,NO,NO,NO,NO,batman.cpp,BUONO,RASTER,"0",336,240,HORIZONTAL,batman.cpp
batmanfr,"Batman Forever (JUE 960507 V1.000)","1996",Acclaim,stvbios,-,-,YES,NO,NO,NO,NO,stv.cpp,INCOMPLETO,RASTER,"0",352,224,HORIZONTAL,stv.cpp
batsugun,Batsugun,"1993",Toaplan,-,-,-,YES,NO,NO,NO,NO,"toaplan2.cpp",BUONO,RASTER,"270",320,240,VERTICAL,"toaplan2.cpp"
battlnts,"Battlantis (program code G)","1987",Konami,-,-,-,YES,NO,NO,NO,NO,battlnts.cpp,BUONO,RASTER,"90",256,224,VERTICAL,battlnts.cpp
"ts2","Battle Arena Toshinden 2 (USA 951124)","1995","Capcom / Takara","coh1000c",-,-,YES,NO,NO,NO,NO,zn.cpp,INCOMPLETO,RASTER,"0",640,480,HORIZONTAL,zn.cpp
bbakraid,"Battle Bakraid - Unlimited Version (USA) (Tue Jun 8 1999)","1999",Eighting,-,-,-,YES,NO,NO,NO,NO,"toaplan2.cpp",BUONO,RASTER,"270",320,240,VERTICAL,"toaplan2.cpp"
bchopper,"Battle Chopper (World)","1987",Irem,-,-,-,YES,NO,NO,NO,NO,"m72.cpp",BUONO,RASTER,"0",384,256,HORIZONTAL,"m72.cpp"
batcir,"Battle Circuit (Euro 970319)","1997",Capcom,-,-,-,YES,NO,NO,NO,NO,"cps2.cpp",BUONO,RASTER,"0",384,224,HORIZONTAL,"cps2.cpp"
battlex,"Battle Cross","1982","Omori Electric Co., Ltd.",-,-,-,YES,NO,NO,NO,NO,battlex.cpp,INCOMPLETO,RASTER,"180",256,224,HORIZONTAL,battlex.cpp
"bcruzm12","Battle Cruiser M-12","1983","Sigma Enterprises Inc.",-,-,-,YES,NO,NO,NO,NO,marineb.cpp,BUONO,RASTER,"90",256,224,VERTICAL,marineb.cpp
flipshot,"Battle Flip Shot","1998",Visco,neogeo,-,-,YES,NO,NO,NO,NO,neogeo.cpp,BUONO,RASTER,"0",320,224,HORIZONTAL,neogeo.cpp
bgaregga,"Battle Garegga (Europe / USA / Japan / Asia) (Sat Feb 3 1996)","1996","Raizing / Eighting",-,-,-,YES,NO,NO,NO,NO,"toaplan2.cpp",BUONO,RASTER,"270",320,240,VERTICAL,"toaplan2.cpp"
batlgear,"Battle Gear (Ver 2.40 A)","1998",Taito,taitotz,-,-,YES,NO,NO,NO,YES,taitotz.cpp,PRELIMINARE,RASTER,"0",512,384,HORIZONTAL,taitotz.cpp
"batlgr2","Battle Gear 2 (v2.04J)","2000",Taito,taitotz,-,-,YES,NO,NO,NO,YES,taitotz.cpp,PRELIMINARE,RASTER,"0",512,384,HORIZONTAL,taitotz.cpp
btlkroad,"Battle K-Road","1994",Psikyo,-,-,-,YES,NO,NO,NO,NO,psikyo.cpp,INCOMPLETO,RASTER,"0",320,224,HORIZONTAL,psikyo.cpp
battlane,"Battle Lane! Vol. 5 (set 1)","1986","Technos Japan (Taito license)",-,-,-,YES,NO,NO,NO,NO,battlane.cpp,BUONO,RASTER,"90",240,256,VERTICAL,battlane.cpp
atlantis,"Battle of Atlantis (set 1)","1981",Comsoft,-,-,-,YES,NO,NO,NO,NO,galaxian.cpp,BUONO,RASTER,"90",768,224,VERTICAL,galaxian.cpp
botss,"Battle of the Solar System (rev. 1.1a 7/23/92)","1992","Microprose Games Inc.",-,-,-,YES,NO,NO,NO,NO,"micro3d.cpp",INCOMPLETO,RASTER,"0",576,400,HORIZONTAL,"micro3d.cpp"
battlera,"Battle Rangers (World)","1988","Data East Corporation",-,-,-,YES,NO,NO,NO,NO,battlera.cpp,INCOMPLETO,RASTER,"0",1088,242,HORIZONTAL,battlera.cpp
bshark,"Battle Shark (World)","1989","Taito Corporation Japan",-,-,-,YES,NO,NO,NO,NO,taito_z.cpp,INCOMPLETO,RASTER,"0",320,240,HORIZONTAL,taito_z.cpp
btltryst,"Battle Tryst (ver JAC)","1998",Konami,-,-,-,YES,NO,NO,NO,YES,"konamim2.cpp",PRELIMINARE,RASTER,"0",640,240,HORIZONTAL,"konamim2.cpp"
bzone,"Battle Zone (rev 2)","1980",Atari,-,-,-,YES,NO,NO,NO,NO,bzone.cpp,BUONO,VECTOR,"0",0,0,-,bzone.cpp
battlcry,"Battlecry (Version E)","1991","Home Data",-,-,-,YES,NO,NO,NO,NO,homedata.cpp,INCOMPLETO,RASTER,"0",256,224,HORIZONTAL,homedata.cpp
btoads,Battletoads,"1994","Rare / Electronic Arts",-,-,-,YES,NO,NO,NO,NO,btoads.cpp,BUONO,RASTER,"0",512,224,HORIZONTAL,btoads.cpp
bayroute,"Bay Route (set 3, World) (FD1094 317-0116)","1989","Sunsoft / Sega",-,-,-,YES,NO,NO,NO,NO,"segas16b.cpp",BUONO,RASTER,"0",320,224,HORIZONTAL,"segas16b.cpp"
bazooka,"Bazooka [TTL]","1976","Project Support Engineering",-,-,-,YES,NO,NO,NO,NO,pse.cpp,PRELIMINARE,RASTER,"0",455,262,HORIZONTAL,pse.cpp
"wbbc97","Beach Festival World Championship 1997","1997",Comad,-,-,-,YES,NO,NO,NO,NO,aerofgt.cpp,BUONO,RASTER,"0",342,240,HORIZONTAL,aerofgt.cpp
beachspi,"Beach Spikers (GDS-0014)","2001","CRI / Sega","naomi2",-,-,YES,NO,NO,NO,YES,naomi.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,naomi.cpp
beaminv,"Beam Invader","1979","Teknon Kogyo",-,-,-,YES,NO,NO,NO,NO,beaminv.cpp,PRELIMINARE,RASTER,"270",248,216,VERTICAL,beaminv.cpp
bbusters,"Beast Busters (World)","1989",SNK,-,-,-,YES,NO,NO,NO,NO,bbusters.cpp,BUONO,RASTER,"0",256,224,HORIZONTAL,bbusters.cpp
"bbust2","Beast Busters 2nd Nightmare","1998",SNK,"hng64",-,-,YES,NO,NO,NO,NO,"hng64.cpp",PRELIMINARE,RASTER,"0",512,448,HORIZONTAL,"hng64.cpp"
beastrzr,"Beastorizer (USA, Sep 22 1997)","1997","Eighting / Raizing","coh1002e",-,-,YES,NO,NO,NO,NO,zn.cpp,INCOMPLETO,RASTER,"0",640,480,HORIZONTAL,zn.cpp
btchamp,"Beat the Champ (GV053 UAA01)","1996",Konami,konamigv,-,-,YES,NO,NO,NO,YES,konamigv.cpp,PRELIMINARE,RASTER,"0",640,480,HORIZONTAL,konamigv.cpp
beathead,"BeatHead (prototype)","1993","Atari Games",-,-,-,YES,NO,NO,NO,NO,beathead.cpp,BUONO,RASTER,"0",336,240,HORIZONTAL,beathead.cpp
"bm1stmix","beatmania (ver JA-B)","1997",Konami,-,-,-,YES,NO,NO,NO,YES,djmain.cpp,INCOMPLETO,RASTER,"0",488,384,HORIZONTAL,djmain.cpp
"bm2ndmix","beatmania 2nd MIX (ver JA-B)","1998",Konami,-,-,-,YES,NO,NO,NO,YES,djmain.cpp,INCOMPLETO,RASTER,"0",488,384,HORIZONTAL,djmain.cpp
